course_code,course_name
EDUC 802,STATISTICAL METHODS IN EDUCATION
EDUC 803,STATISTICAL METHODS IN EDUCATION
EDUC 901,EDUC 901/EAPE 901: ADVANCED RESEARCH METHODS IN EDUCATION
EDUC 902,ADVANCED APPLICATION OF EDUCATIONAL STASTISTICS
EDUC 903,"EDUC 903/EAPE 903: EDUCATION, ICT AND KNOWLEDGE ERA"
EENG 111,EENG 111/EPHY 212: WORKSHOP PRACTICE I/WORKSHOP TECHNOLOGY STREAMS: BSC
EENG 112,ENGINEERING DRAWING I
EENG 113,ENGINEERING DRAWING II
EENG 215,WORKSHOP PRACTICE III STREAMS: EB24
EENG 222,TECHNICAL WRITING AND PRESENTATION SKILLS
EENG 232,ELECTROMAGNETIC FIELD THEORY STREAMS: BSC EENG
EENG 241,ELECTRICAL MACHINES I
EENG 251,CIRCUIT AND NETWORK ANALYSIS I
EENG 271,CONTROL SYSTEM I
EENG 272,CONTROL SYSTEM I
EENG 292,PHYSICAL ELECTRONICS II
EENG 342,EEENG 342: ELECTRICAL MACHINE Ⅱ STREAMS: BSC EENG
EENG 343,ELECTRICAL MOTORS I STREAMS: EENG
EENG 353,ELECTRONIC DEVICES AND CIRCUITS
EENG 354,DIGITAL LOGIC DESIGN
EENG 361,POWER SYSTEMS I STREAMS: BSC EENG
EENG 362,RENEWABLE ENERGY SYSTEMS EXAM
EENG 363,POWER ELECTRONICS I
EENG 373,CONTROL SYSTEMS II
EENG 393,ANALOGUE ELECTRONICS STREAMS: BSC EENG
EENG 394,DIGITAL ELECTRONICS
EENG 395,ANALOGUE ELECTRONICS II
EENG 444,ROBOTICS I STREAMS: BSC EENG
EENG 445,ELECTRICAL MOTORS II  STREAMS: BSC. EENG
EENG 464,EEENG 464: POWER GENERATION STREAMS: BSC EENG
EENG 476,MICROPROCESSORS II
EENG 481,WIRELESS AND MOBILE COMMUNICATION I
EENG 482,SIGNAL AND SYSTEMS EXAM
EENG 483,COMMUNICATION SYSTEMS
EENG 542,ROBOTICS II
EENG 561,POWER ELECTRONICS II STREAMS: BSc. EB24
EENG 564,POWER SYSTEMS ANALYSIS STREAMS: BSC (Y1S1)
EENG 566,ALTERNATIVE ENERGY
EENG 572,ARTIFICIAL NEURAL NETWORKS STREAMS: BSC
EENG 581,SATELLITE COMMUNICATIONS STREAMS: BSC EENG
EENG 586,NAVIGATION AND SURVEILANCE SYSTEM
ENG 112,ENG 112/102: INTRODUCTION PHONETICS AND PHONOLOGY
ENGL 0121,SOCIOLINGUISTICS
ENGL 0211,"MORPHOLOGY, SYNTAX AND SEMANTICS"
ENGL 0212,INTRODUCTION TO ENGLISH GRAMMAR
ENGL 0311,ENGLISH FOR SPECIFIC PURPOSES
ENGL 101,INTRODUCTION TO LANGUAGE AND LINGUISTICS STREAMS: ODEL
ENGL 102,INTRODUCTION TO PHONETICS AND PHONOLOGY STREAMS: ODEL
ENGL 103,ORIGINS AND DEVELOPMENT OF THE ENGLISH LANGUAGE
ENGL 104,INTRODUC TION TO THE STRUCTURE OF ENGLISH
ENGL 111,INTRODUCTION TO LANGUAGE
ENGL 112,GENERAL PHONETICS AND PHONOLOGY
ENGL 121,ENGL 121/103: ORIGIN AND DEVELOPMENT OF ENGLISH
ENGL 203,PHONOLOGY OF ENGLISH
ENGL 211,INTRODUCTION TO MORPHOLOGY AND SYNTAX STREAMS: ODEL
ENGL 212,ENGL 212/222: ASPECTS OF GRAMMATICAL ANALYSIS I
ENGL 221,THE PHONOLOGY OF ENGLISH
ENGL 222,ASPECTS OF GRAMMATICAL ANALYSIS (SB)
ENGL 223,INTEGRATION OF LITERATURE IN ENGLISH
ENGL 231,SOCIOLINGUISTICS STREAMS: ODEL
ENGL 301,ASPECTS OF GRAMMATICAL ANALYSIS II
ENGL 304,RESEARCH TECHNIQUES IN LINGUISTICS
ENGL 308,GENDER IN LANGUAGE
ENGL 311,PSYCHOLILNGUISTICS
ENGL 312,ENGL 312/ 351: HISTORICAL AND COMPARATIVE LINGUISTICS
ENGL 313,ASPECTS OF GRAMMATICAL ANALYSIS II STREAMS: B.ED
ENGL 314,LANGUAGE AND CULTURE
ENGL 321,DISCOURSE ANALYSIS
ENGL 322,SECOND LANGUAGE ACQUISITION
ENGL 326,TRANSLATION AND INTERPRETATION
ENGL 333,DISCOURSE ANALYSIS
ENGL 336,TRANSLATION AND INTERPRETATION
ENGL 351,HISTORICAL AND COMPARATIVE LINGUISTICS STREAMS: Y3S1
ENGL 352,LANGUAGE IN AFRICA STREAMS: BED ARTS
ENGL 354,ENGL 354/454: COMPARATIVE BANTU LANGUAGE STUDIES STREAMS: B.ED (ARTS)
ENGL 363,TRANSLATION AND INTERPRETATION
ENGL 371,SECOND LANGUAGE ACQUISITION
ENGL 372,PSYCHOLINGUISTICS
ENGL 381,RESEARCH TECHNIQUES STREAMS: B.ED (ARTS)
ENGL 411,ENGL 411/442: SEMANTICS AND PRAGMATICS
ENGL 412,ENGL 412/415: ADVANCED DESCRIPTION OF MODERN ENGLISH
ENGL 414,LANGUAGE PLANNING AND POLICY
ENGL 415,ADVANCED DESCRIPTION OF MODERN ENGLISH STREAMS: B.ED (ARTS)
ENGL 416,THEORIES OF CONTEMPORARY THEORIES OF SYNTAX STREAMS: BED (ARTS)
ENGL 417,FUNCTIONAL GRAMMAR
ENGL 421,ADVANCED SYNTAX STREAMS: TIME
ENGL 422,ADVANCED PHONETICS AND PHONOLOGY
ENGL 424,ENGL 424/411: LINGUISTICS AND THE STUDY OF LITERATURE
ENGL 435,LANGUAGE PLANNING AN POLICY
ENGL 442,ENGL 442/411: SEMANTICS AND PRAGMATICS STREAMS: B.ED (ARTS)
ENGL 466,LINGUISTICS AND THE STUDY OF LITERATURE
ENGL 801,STRUCTURAL DESCRIPTION OF MODERN ENGLISH
ENGL 811,STRUCTURAL DESCRIPTION OF MODERN ENGLISH
ENGL 812,GENERATIVE SYNTAX
ENGL 813,GENERATIVE SYNTAX
ENGL 814,MORPHOSYNTAX OF BANTU LANGUAGES
ENGL 821,PHONETICS AND PHONOLOGY.
ENGL 831,SOCIOLINGUISTICS
ENGL 833,ENGLISH STRUCTURE: SEMANTICS AND PRAGMATICS
ENGL 834,DISCOURSE ANALYSIS
ENGL 835,TRANSLATION AND INTERPRETATION
ENGL 841,HISTORICAL AND COMPARATIVE LINGUISTICS STREAMS:PT
ENGL 842,COMPARATIVE AND HISTORICAL STUDY OF LABGUAGE
ENGL 851,SECOND LANGUAGE ACQUISATION
ENGL 852,PSYCHOLINGUISTICS
ENGL 853,AFRICAN LANGUAGE ACQUISITION
ENGL 861,GENERAL AND LINGUISTIC RESEARCH TECHNIQUES
ENGL 911,MORPHOLOGICAL AND SYNTACTIC THEORY
ENGL 912,MORPHOLOGICAL THEORY
ENGL 921,PHONOLOGICAL THEORY AND PROCESSES
ENGL 922,DISCOURSE ANALYSIS
ENGL 931,SEMANTIC AND PRAGMATIC THEORIES
ENGL 932,TRANSLATION AND INTERPRETATION
ENGL 933,FORENSIC LINGUISTICS
ENGL 937,LANGUAGE PLANNING AND POLICY
ENGL 941,RESEARCH METHODS IN LINGUISTICS
ENGL 951,LANGUAGE ACQUISITION
ENGL 952,PSYCHOLINGUISTICS
ENHE 121,BASICS IN ENVIRONMENTAL MICROOBIOLOGY
ENHE 151,FOUNDATIONS OF ENVIRONMENTAL HEALTH
ENSC 0010,ENSC 00100: INTRODUCTION TO ENVIRONMENTAL SCIENCE/EDUCATION
ENSC 0100,INTRODUCTION TO ENVIRONMENTAL EDUCATION
ENSC 100,INTRODUCTION TO ENVIRONMENTAL EDUCATION
ENSC 101,PRINCIPLES OF ENVIRONMENTAL SCIENCE
ENSC 102,INTRODUCTION TO PHYSICAL ENVIRONMENT
ENSC 112,ENVIRONMENT AND DEVELOPMENT
ENSC 201,"GENDER, ENVIRONMENT AND DEVELOPMENT"
ENSC 202,ENERGY AND ENVIRONMENT
ENSC 212,GLOBAL ECOSYSTEMS AND ENVIRONMENT
ENSC 220,"HUMAN SETTLEMENT, POPULATION AND ENVIRONMENT"
ENSC 221,ENERGY AND THE ENVIRONMENT
ENSC 223,"GENDER, ENVIRONMENT AND DEVELOPMENT"
ENSC 224,ENVIRONMENTAL GEOLOGY
ENSC 225,"NATURE, TECHNOLOGY AND SOCIETY"
ENSC 230,LAND USE SYSTEMS AND CLASSIFICATION
ENSC 243,"ENSC 243/201: GENDER, ENVIRONMENT & DEVELOPMENT"
ENSC 253,BIODIVERSITY CONSERVATION
ENSC 261,STATISTICS FOR ENVIRONMENTAL SCIENCE
ENSC 301,ENVIRONMENTAL RISK ASSESSMENT
ENSC 308,ENVIRONMENTAL FORESTRY
ENSC 322,ENVIRONMENTAL FORESTRY
ENSC 331,ENVIRONMENTAL RESOURCE ECONOMICS
ENSC 332,ENVIRONMENTAL RISK ASSESSMENT
ENSC 340,ENVIRONMENTAL POLLUTION AND CONTROL
ENSC 342,ENVIRONMENTAL DEGRADATION AND MANAGEMENT
ENSC 343,ENVIRONMENTAL AND HEALTH
ENSC 354,"ENVIRONMENT, PEACE AND HUMAN RIGHTS"
ENSC 358,INDUSTRIAL MANAGEMENT AND THE ENVIRONMENT
ENSC 359,ENVIRONMENTAL AND SOCIAL IMPACT ASSESSMENT
ENSC 362,ENSC 362/304: RESEARCH METHODS FOR ENVIRONMENTAL STUDIES
ENSC 400,ENSC 400/NARE 459: ECOLOGICAL SURVEYS AND TECHNIQUES
ENSC 401,MANAGEMENT OF ARID AND SEMI-ARID LANDS
ENSC 402,WATER AND SANITATION
ENSC 405,ENSC 405/ENSC 359: ENVIRONMENTAL AND SOCIAL IMPACT ASSESSMENT
ENSC 408,ENVIRONMENTAL GEOLOGY
ENSC 431,DESTINATION CARRYING CAPACITY ANALYSIS
ENSC 433,"PROJECT PLANNING, MONITORING AND EVALUATION"
ENSC 434,GEOGRAPHICAL INFORMATION SYSTEMS
ENSC 443,WATER AND SANITATION
ENSC 444,OCCUPATIONAL SAFETY AND HEALTH
ENSC 450,SOLID WASTE MANAGEMENT
ENSC 451,MANAGEMENT OF ARID AND SEMI ARID LANDS
ENSC 452,DISASTER MANAGEMENT
ENSC 455,ENVIRONMENTAL RESOURCES CONFLICT AND RESOLUTION
ENSC 456,ENVIRONMENTAL LAW AND POLICY
ENSC 457,NATIONAL ENVIRONMENTAL PLANNING AND MANAGEMENT
ENSC 470,ENVIRONMENT AND INTERNATIONAL RELATIONS
ENSC 471,CLIMATE CHANGE AND ENVIRONMENT
ENSC 805,ENVIRONMENTAL IMPACT ASSESSMENT
ENSC 812,GLOBAL ENVIRONMENTAL CHANGE
ENSC 861,ENVIRONMENTAL LAW
ENSC 911,ECOSYSTEM HEALTH MODELLING
ENSC 921,ENVIRONMENTAL MANAGEMENT REVIEW AND CRITIQUE
ENSC 951,ENVIRONMENTAL INFORMATION SYSTEMS
ENSC 971,ADVANCED ENVIRONMENTAL ECONOMICS
ENSC 981,ADVANCED RESEARCH SEMINARS AND PROPOSALS WRITING
ENYA 1905,THE IMPACT OF COLONIALISM ON THE INDIGENOUS CONFLICT RESOLUTION STRATEGIES AMONG THE KIPSIGIS AND THE ABAGUSII OF KENYA 1905- 1963
ENYA 1910,"EVOLUTION OF POLITICAL ORDER AMONG THE TIGANIA OF MERU, KENYA 1910-1957"
EPHY 251,ELECTRICAL NETWORKS I
EPHY 316,PRINCIPLES OF DESIGN STREAMS: BSc. EENG
EPHY 418,SPECIALIZED MEASUREMENT SYSTEMS II STREAMS: BSC
EPHY 453,ELECTRONICS NETWORKS LABORATORY STREAMS: BSC EENG
EPSC 0121,DEVELOPMENTAL PSYCHOLOGY AND LEARNING
EPSC 0311,GUIDANCE AND COUNSELLING
EPSC 111,EPSC 111/121: INTRODUCTION TO PSYCHOLOGY
EPSC 121,INTRODUCTION TO PSYCHOLOGY
EPSC 123,STATISTICAL METHODS IN EDUCATION
EPSC 221,PSYCHOLOGY OF LEARNING STREAMS: BED
EPSC 222,EPSC 222/224: RESEARCH METHODS IN EDUCATION
EPSC 223,EPSC 223/221: PSYCHOLOGY OF LEARNING
EPSC 224,INTRODUCTION TO STATISTICS AND RESERCH METHODS I
EPSC 228,MEASUREMENT AND EVALUATION
EPSC 311,MEASUREMENT AND EVALUATION IN EDUCATION STREAMS: BED ECDE
EPSC 312,EARLY CHILDHOOD EDUCATION
EPSC 321,PRINCIPLES OF GUIDANCE AND COUNSELLING
EPSC 326,PRINCIPLES OF GUIDANCE AND COUNSELLING
EPSC 331,PRINCIPLES OF GUIDANCE AND COUNSELLING STREAMS:BED(ARTS) PT
EPSC 411,PERSONALITY AND GROUP DYNAMICS (MEDIA STUDENTS)
EPSC 427,PERSONALITY AND GROUP DYNAMICS
EPSC 431,EPSC 431/411: PERSONALITY AND GROUP DYNAMICS
EPSC 801,RESEARCH METHODS
EPSC 802,EPSC 802/EDCI 841: STATISTICAL METHODS
EPSC 814,THEORIES OF CAREER DEVELOPMENT STREAMS: MED PART TIME
EPSC 823,ABNORMAL PSYCHOLOGY
EPSC 824,MARITAL AND FAMILY THERAPY STREAMS: MED (GUIDANCE &COUNS) PT
EPSC 825,PSYCHOLOGY OF EXCEPTIONAL INDIVIDUAL STREAMS: MED ARTS PART TIME
EPSC 831,ORGANISATIONAL BEHAVIOUR STREAMS: MED ARTS PART TIME
EPSC 833,PERSONALITY AND GROUP DYNAMICS
EPSC 851,MEASUREMENT AND EVALUATION
EPSY 0011,EPSY 00111: INTRODUCTION TO PSYCHOLOGY
EPSY 0012,EPSY 00121: SOCIAL PSYCHOLOGY
EPSY 0233,INTRODUCTION TO SOCIAL PSYCHOLOGY
EPSY 0311,EPSC /EPSY 0311: GUIDANCE AND COUNSELLING
FNMT 101,FINANCIAL MATHEMATICS I
FNMT 103,INTRODUCTION TO ACCOUNTING AND FINANCE
FNMT 301,FINANCIAL MATHEMATICS II
FOND 121,FOND 121/FOST 221: PRINCIPLES OF HUMAN NUTRITION
FOND 311,FOOD SERVICE SYSTEMS MANAGEMENT
FOND 323,COMMUNITY HEALTH
FORE 1937,The Modes of Agricultural Practices Embraced by The People of Abogeta Sub- County Before 1937.
FOST 101,INTRODUCTION TO THE FOOD INDUSTRY
FOST 131,FUNDAMENTALS OF FOOD PROCESS ENGINEERING I
FOST 211,FOOD MICROBIOLOGY 1
FOST 212,FOOD MICROBIOLOGY II
FOST 221,PRINCIPLES OF HUMAN NUTRITION
FOST 222,FOOD CHEMISTRY I
FOST 232,FUNDAMENTALS OF FOOD PROCESSING ENGINEERING II STREAMS
FOST 233,FOOD PROCESSING INSTRUMENTATION AND CONTROL STREAMS:FOST
FOST 234,FOOD PLANT UTILITIES AND SERVICES
FOST 241,FOOD PROCESSING AND PRESERVATION
FOST 242,NUTRACEUTICALS AND FUNCTIONAL FOODS
FOST 323,FOOD CHEMISTRY II
FOST 324,FOOD ANALYSIS
FOST 335,UNIT OPERATIONS IN FOOD PROCESSING
FOST 336,FOOD PLANT DESIGN AND LAYOUT
FOST 341,CEREALS AND ROOT CROPS TECHNOLOGY
FOST 342,FRUIT AND VEGETABLES TECHNOLOGY
FOST 343,NON-ALCOHOLIC BEVERAGES TECHNOLOGY
FOST 344,SUGAR AND CONFECTIONERY TECHNOLOGY
FOST 345,EDIBLE FATS AND OILS
FOST 346,"Meat, Poultry and Sea Foods Technology RESIT"
FOST 347,ALCOHOLIC BEVERAGES TECHNOLOGY
FOST 410,ICHTHYOLOGY
FOST 411,FOOD TOXICOLOGY
FOST 413,FOOD TOXICOLOGY
FOST 414,FOOD BIOTECHNOLOGY
FOST 425,APPLICATION OF ENZYME TECHNOLOGY IN FOODS
FOST 437,FOOD SCIENCE PROCESSING PRACTICALS
FOST 461,"PACKAGING, STORAGE AND DISTRIBUTION OF FOODS"
FOST 462,FOOD PLANT OPERATIONS MANAGEMENT
FOST 463,FOOD QUALITY ASSURANCE STREAMS:FOST
FOST 464,PRODUCT DEVELOPMENT AND SENSORY EVALUATION OF FOODS
FOST 465,SANITATION AND WASTE MANAGEMENT
FREN 111,FRENCH STRUCTURE STRUCTURE II
FREN 120,"ORAL EXPRESSION, INTERACTION & COMPREHENSION"
FREN 130,"WRITTEN EXPRESSION, INTERACTION & COMPREHENSION STREAMS: B.A"
FREN 240,SOCIOCULTURAL ANALYSIS OF THE FRANCOPHONE WORLD
FREN 243,INTRODUCTION TO TRANSLATION & INTERPRETING STREAMS : B. A
FROM 1895,Colonialism and its implication on the African family stability in Embu north sub-county of Kenya from 1895 to 1965
FROM 1896,"A HISTORY OF REPRESENTATIVE POLITICS AND THE SOCIO-ECONOMIC DEVELOPMENT OF THE KADIMO CLAN OF YIMBO IN SIAYA COUNTY, KENYA, FROM 1896 -1963."
FROM 1902,Change in the Agikuyu Women’s Local Trade on Indigenous Food Crops in  Nyeri County from 1902 to 198
FROM 1907,"The Contribution of the Colonialism on Cottage Industry in Tharaka South Sub-County, Tharaka-Nithi County, Kenya from 1907 to 1963"
FROM 1915,Assessment of the socio-political and economic impact of the  Presbyterian Church of East Africa in the Eastern region from 1915 to  2022
FROM 1937,"A HISTORICAL STUDY ON THE TRANSITION FROM SUBSISTENCE TO  CASH CROP FARMING IN ABOGETA SUB-COUNTY, MERU COUNTY,  KENYA, FROM 1937-1980"
FROM 1980,"A History of Khat Production and Its Socio-Economic Impact in Siakago Sub County, Embu County-Kenya From 1980 To 2018"
GBM 102,PRINCIPLES OF MANAGEMENT
GENE 872,MICROBIAL GENETICS STREAMS: MSC (GENETICS)
GENE 882,GENOMICS AND BIOINFORMATICS STREAMS:MSC
GEO 100,GEO 100/104: HISTORY OF GEOGRAPHY THOUGHT
GEO 110,GEO 110/ GEO 101: INTRODUCTION TO PHYSICAL GEOGRAPHY AND BIOLOGICAL GEOGRAPHY
GEO 144,GEO 144/GEO 103: INTRODUCTION TO PRACTICAL GEOGRAPHY AND FIELDWORK
GEO 302,METEOROLOGY AND CLIMATOLOGY
GEO 326,GEOMORPHOLOGY
GEOG 0221,GEOMORPHOLOGY
GEOG 100,HISTORY OF GEOGRAPHIC THOUGHT STREAMS: ODEL
GEOG 101,INTRODUCTION TO PHYSICAL AND BIOLOGICAL GEOGRAPHY
GEOG 102,INTRODUCTION TO HUMAN GEOGRAPHY
GEOG 110,INTRODUCTION TO PHYSICAL GEOGRAPHY STREAMS: BED (ARTS) Y1S1 ODEL
GEOG 120,GEOG 120/102: INTRODUCTION TO HUMAN GEOGRAPHY
GEOG 133,INTRODUCTION TO GIS AND REMOTE SENSING
GEOG 144,INTRODUCTION TO PRACTICAL GEOGRAPHY AND FIELDWORK STREAMS: B.A Y1S1
GEOG 146,INTRODUCTION TO STATISTICAL TECHNIQUES IN GEOGRAPHY
GEOG 200,GEOGRAPHY OF EAST AFRICA STREAMS
GEOG 201,EARTHS PHYSICAL AND BIOLOGY GEOGRAPHY
GEOG 202,ENVIRONMENT AND DEVELOPMENT IN AFRICA
GEOG 203,PRACTICAL & FIELDWORK IN GEOGRAPHY
GEOG 205,ECONOMIC GEOGRAPHY
GEOG 211,HYDROLOGY
GEOG 221,POPULATION GEOGRAPHY STREAMS: Y1S1
GEOG 223,AGRICULTURAL GEOGRAPHY
GEOG 224,ECONOMIC GEOGRAPHY
GEOG 225,POLITICAL GEOGRAPHY
GEOG 226,SPATIAL ORGANIZATION
GEOG 233,CARTOGRAPHY AND SURVUEYING
GEOG 246,QUANTITATIVE METHODS IN GEOGRAPHY
GEOG 300,GEOGRAPHY OF AFRICA STREAMS: Y3S1
GEOG 302,METEOROLOGY AND CLIMATOLOGY
GEOG 303,GEOG 303/GEOG 314: BIOGEOGRAPHY
GEOG 306,RESEARCH METHODS IN GEOGRAPHY
GEOG 312,GEOG 312/326: GEOMORPHOLOGY
GEOG 313,CLIMATOLOGY STREAMS: BED
GEOG 314,BIOGEOGRAPHY
GEOG 315,COASTAL GEOMORPHOLOGY
GEOG 317,URBAN GEOGRAPHY
GEOG 322,URBAN GEOGRAPHY
GEOG 323,AGRICULTURAL GEOGRAPHY STREAMS: B.A Y3S1
GEOG 324,"GEOGRAPHY OF RECREATION, TRAVEL AND TOURISM MANAGEMENT"
GEOG 325,INDUSTRIAL GEOGRAPHY
GEOG 326,MEDICAL GEOGRAPHY
GEOG 333,MAP READING AND AERIAL PHOTO INTERPRETATION STREAMS
GEOG 334,PHOTOGRAMMETRY STREAMS: B.A Y3S1
GEOG 344,GEOGRAPHY FIELD WORK PRACTISING GEOGRAPHY FIELDWORK
GEOG 346,RESEARCH METHODS IN GEOGRAPHY
GEOG 404,POPULATION GEOGRAPHY
GEOG 416,ENVIRONMENTAL IMPACT STUDIES
GEOG 417,GEOGRAPHY OF HAZARDS
GEOG 424,TRANSPORT GEOGRAPHY
GEOG 425,ENVIRONMENTAL IMPACT STUDIES
GEOG 426,"REGIONAL DEVELOPMENT STREAMS: ABI, AB5, CB1, CB8, CB14"
GEOG 427,RESOURCE DEVELOPMENT
GEOG 433,REMOTE SENSING STUDIES
GEOG 434,DIGITAL IMAGE PROCESSING
GEOG 435,GEOGRAPHIC INFORMATION SYSTEMS (GIS)
GEOG 436,DATA PROCESSING AND PRESENTATION TECHNIQUES
GEOG 440,ARID AND SEMI-ARID LANDS MANAGEMENT
GEOG 441,APPLIED HYDROLOGY STREAMS: BA Y4S1
GEOG 800,PHILOSOPHY OF GEOGRAPHICAL THOUGHT
GEOG 812,GEOOMORPHOLOGY
GEOG 813,CLIMATOLOGY
GEOG 822,URBAN GEOGRAPHY
GEOG 823,AGRICULTURAL SYSTEMS AND RURAL LAND USE
GEOG 824,ECONOMIC GEOGRAPHY
GEOG 832,GEOGRAPHIC INFORMATION SYSTEMS AND REMOTE SENSING
GEOG 833,ADVANCED QUANTITATIVE METHODS
GEOG 834,QUANTITATIVE TECHNIQUES IN GEOGRAPHY
GEOG 843,MANAGEMENT OF ARID AND SEMI ARID LANDS
GEOG 847,ENVIRONMENTAL MANAGEMENT AND RESOURCE CONSERVATION
GEOG 848,GEOGRAPHY FIELD COURSE: PRACTICING GEOGRAPHICAL  RESEARCH
GEOG 849,RESEARCH METHODS AND TECHNIQUES
GEOG 942,ADVANCED QUANT ITIVE METHODS AND APPLICATIONS IN  GEOGRAPHY
GEOG 943,GIS A REMOTE SENSING
GOVT 111,BASIC CONCEPT IN GOVERNANCE
GOVT 141,THE KENYAN CONSTITUTION AND BUREAUCRACY STREAMS
GOVT 151,HISTORICAL EVOLUTION OF MODERN GOVERNMENT
GOVT 311,INTRODUCTION TO PUBLIC POLICY
GOVT 356,TERRORISM AND PUBLIC POLICY STREAMS
GPHY 111,INTRODUCTION TO GEOLOGY STREAMS: BSc. PHYSICS
GPHY 121,GEOPHYSICS PRACTICAL I STREAMS: BSC
GPHY 122,GEOGRAPHYSICS PRACTICAL 2
GPHY 215,PETROLEUM GEOLOGY
GPHY 223,GEOPHYSICS PRACTICAL III
GPHY 224,GPHY224: GEOPHYSICS PRACTICAL IV
GPHY 242,MINERAL EXPLORATION
GPHY 251,GPHY251: STATISTICAL DATA ANALYSIS
GPHY 334,MINERAL PROCESSING STREAMS: BSC
GPHY 343,INTRODUCTORY GEOPHYSICS STREAMS: BSc
GPHY 352,GEOPHYSICAL DATA ANALYSIS AND INTERPRETATION STREAMS: BSC
GPHY 353,– MINERALS ENGINEERING AND PROCESS CONTROL STREAMS: BSC
GPHY 427,GEOPHYSICS PRACTICAL VII STREAMS: BSC (PHYS)
HIRM 281,FUNDAMENTALS OF ENTREPRENEURSHIP
HIRM 366,DISASTER MANAGEMENT STREAMS: HRIM Y3S2
HIST 0112,HISTORY OF LATIN AMERICA AND THE CARIBBEAN
HIST 0211,THE MAKING OF KENYA
HIST 0212,SURVEY OF WORLD HISTORY
HIST 0311,AFRICAN ECONOMIC HISTORY
HIST 0312,HISTORY OF AGRICULTURE
HIST 0334,HISTORY OF POLITICAL THOUGHT
HIST 101,FOUNDATIONS OF HISTORY
HIST 111,THE MAKING OF KENYA
HIST 112,AFRICA IN WORLD HISTORY: CONCEPTUAL ISSUES
HIST 121,SELECTED TOPICS IN GLOBAL HISTORY 2
HIST 122,HISTORY OF EAST AFRICA SINCE 1884
HIST 131,THEMES IN HISTORY OF EAST AFRICA SINCE 1884
HIST 151,SELECTED TOPICS IN GLOBAL HISTORY 1 STREAMS: ODEL
HIST 152,SELECTED TOPICS IN GLOBAL HISTORY II
HIST 202,HISTORY AND THEORY
HIST 203,HISTORY OF SCIENCE AND TECHNOLOGY I
HIST 204,HISTORY OF SCIENCE AND TECHNOLOGY II
HIST 211,HISTORICAL METHOD STREAMS: PT
HIST 212,HISTORY OF THE MIDDLE EAST
HIST 213,HISTORICAL RESEARCH METHODS
HIST 214,HISTORY OF SCIENCE AND TECHNOLOGY 1
HIST 221,THEMES IN THE HISTORY OF PARLIAMENT
HIST 222,AFRICAN REGIONAL SURVEYS: NORTH AFRICA
HIST 241,SOURCES OF AFRICAN HISTORY
HIST 253,HISTORY OF THE MIDDLE EAST STREAMS: PT
HIST 254,THEMES IN THE HISTORY OF PARLIAMENT I
HIST 280,HIST 280/214: HISTORY OF SCIENCE AND TECHNOLOGY
HIST 311,HIST 311/361: HISTORY GOVERNMENT AND CONSTITUTION
HIST 312,AGRICULTURAL HISTORY OF KENYA 1 STREAMS
HIST 313,HISTORY OF THE KENYAN LABOUR MOVEMEMENT
HIST 316,ISSUES IN THE HISTORY OF WOMEN I
HIST 317,ISSUES IN THE HISTORY OF WOMEN II
HIST 321,HISTORY OF EUROPE UP TO 1914
HIST 322,AFRICA DIASPORA IN THE AMERICANS TO 1915
HIST 323,THE AGRICULTURAL HISTORY OF KENYA II
HIST 331,HISTORY OF INTERNATIONAL ORGANIZATION STREAMS:BA GEN
HIST 332,HISTORY AND GOVERNMENT SUBJECT METHODS
HIST 333,MILITARY HISTORY OF AFRICA I
HIST 334,MILLITARY HISTORY OF AFRICA II
HIST 343,HISTORY OF AFRICAN ECONOMIC THOUGHT
HIST 344,MILITARY HISTORY OF AFRICA
HIST 346,AFRICA DIASPORA IN THE AMERICA UPTO TO 1915
HIST 347,ECONOMIC HISTORY OF AFRICA SINCE 1900 STREAMS:Y3S1
HIST 3473,HIST 347312: AFRICAN ECONOMIC SYSTEM SINCE 1900
HIST 355,SURVEY OF EUROPEAN HISTORY UPTO 1914 STREAMS
HIST 356,HIST 356/322: AFRICA DIASPORA IN THE AMERICAS TO 1915
HIST 361,HISTORY OF GOVERNMENT AND CONSTITUTIONS STREAMS:PT
HIST 367,HIST 367/340: AFRICAN ECONOMIC SYSTEM SINCE 1900
HIST 371,ISSUES IN THE HISTORY OF WOMEN 1
HIST 409,AFRICAN WOMEN IN HISTORY
HIST 411,HIST 411/447: THEMES IN AFRICA ENVIRONMENTAL HISTORY
HIST 412,HIST 412/421: HISTORY OF POLITICAL IDEAS
HIST 418,PHILOSOPHY OF HISTORY
HIST 419,RESEARCH METHODS IN HISTRORY
HIST 421,/ 465: HISTORY OF POLITICAL IDEAS
HIST 422,STUDIES IN GLOBAL CONFLICT AND CONFLICT RESOLUTION I
HIST 434,STUDIES IN GLOBAL CONFLICT AND CONFLICT RESOLUTION I
HIST 435,IMPERIAL AND COMMONWEALTH HISTORY I
HIST 447,HIST 447/411: THEMES IN AFRICAN ENVIRONMENTAL HISTORY
HIST 449,THEMES IN AFRICAN ENVIRONMENTAL HISTORY
HIST 452,HISTORY OF POLITICAL THOUGHT 1
HIST 453,ARMED CONFLICT IN AFRICA I
HIST 454,GEOPOLITICS
HIST 455,HISTORY OF SOCIAL AND POLITICAL THOUGHT II
HIST 457,STUDIES IN GLOBAL CONFLICT AND CONFLICT RESOLUTION I
HIST 459,GLOBAL STUDIES IN CONFLICT AND CONFLICT RESOULUTION II
